index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes
1430,tm218186,Septembers of Shiraz,MOVIE,"In this adaptation of the critically acclaimed debut novel by Iranian American author Dalia Sofer, a secular Jewish family is caught up in the maelstrom of the 1979 Iranian Revolution.",2015,PG-13,110,tt3661298,7.9,38.0
1432,ts38805,Beat Bugs,SHOW,"Jay, Kumi, Crick, Buzz, and Walter are best friends who band together to explore and learn in an overgrown suburban backyard, which to them is their entire universe. Each episode of this animated series features songs by The Beatles performed by artists including Daniel Johns, Robbie Williams and Pink to tell uplifting and life-affirming stories filled with hope and melody.",2016,TV-Y,15,tt4716268,7.6,522.0
1437,tm201365,Brothers,MOVIE,"David and Monty, estranged half-brothers, train in mixed martial arts to earn a livelihood. However, things change when the two are forced to compete against each other in the final tournament.",2015,PG-13,156,tt3802576,6.4,12886.0
1438,ts38761,Another Miss Oh,SHOW,Two women working in the same industry with the exact same name keep getting their lives entangled both professionally and personally.,2016,TV-MA,69,tt5679572,7.9,1769.0
1441,ts56748,T@gged,SHOW,t@gged is a modern day thriller that explores the terrifying risks of social media in a world of anonymity.,2016,TV-14,22,tt5881326,7.3,2012.0
1444,ts43230,The Deep,SHOW,"The adventures of the Nekton family, a family of daring underwater explorers who live aboard a state-of-the-art submarine, The Aronnax, and explore uncharted areas of the earth's oceans to unravel the mysteries of the deep.",2015,TV-Y7,22,tt4991910,8.1,645.0
1445,ts56032,La NiÃ±a,SHOW,"A young woman who was part of the guerrilla force now seeks a better life in the city. She wants to study medicine, to heal instead of hurt, but she'll have a challenge since being part of outside-the-law groups always leaves consequences.",2016,TV-MA,45,tt5677942,8.3,642.0
1447,ts55559,Ask the Storybots,SHOW,"Based on the award-winning educational apps, the StoryBots are curious little creatures who live in the world beneath our screens and go on fun adventures to help answer kids' questions, like how night happens or why we need to brush our teeth.",2016,TV-Y,26,tt5846856,8.4,870.0
1450,ts75324,La esclava blanca,SHOW,"In Colombia in 1821, a Spanish plantation gets burned down, and only the planters' baby is spared. She gets sent to Spain, but concocts a plan to return home and become an abolitionist.",2016,TV-MA,41,tt5458128,8.1,575.0
1454,ts54100,World of Winx,SHOW,The Winx travel all over the world searching for talent for WOW. and preventing the mysterious talent thief from kidnapping them.,2016,TV-Y7,23,tt5874596,6.6,715.0
1455,tm224377,Heneral Luna,MOVIE,A Filipino general who believes he can turn the tide of battle in the Philippine-American war. But little does he know that he faces a greatest threat to the country's revolution against the invading Americans.,2015,R,118,tt4944352,7.4,2089.0
1457,tm193211,Mucize,MOVIE,1960s Turkey countryside. A newly assigned teacher finds out that the solitary village is missing a school. He gets fond of the village people and especially a disabled man. The teacher helps the village to build a new school and educate the children and the disabled man.,2015,PG-13,136,tt6876670,7.7,12395.0
1461,ts35463,Richie Rich,SHOW,"Richie Rich is a boy who turned vegetables into a clean energy source. As a result, Rich now has over a trillion dollars. Rich lives with his family in a mansion filled with toys, contraptions, and his best friends Darcy and Murray are always by his side, along with Irona, Richie's robot maid, his dad Cliff, who loves naps and is a bit dense, and his jealous sister Harper. Also, Darcy loves spending money and Murray doesn't want anything out of budget.",2015,TV-PG,22,tt4162898,3.1,1041.0
1462,tm281182,Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,MOVIE,"Hawaiian-shirt enthusiast Gabriel ""Fluffy"" Iglesias finds the laughs in racist gift baskets, Prius-driving cops and all-female taco trucks.",2016,PG-13,87,tt6302122,7.4,2519.0
1464,tm245148,Jim Jefferies: Freedumb,MOVIE,"Returning for a second Netflix comedy special, Jim Jefferies unleashes his famously ferocious black humor to a packed house in Nashville, Tennessee.",2016,R,86,tt5849950,7.7,5393.0
1465,tm272854,Force 2,MOVIE,"ACP Yashvardhan teams up RAW Agent KK to bring down the master mind terrorist, Shiv.",2016,PG,123,tt5156746,6.2,5501.0
1469,tm211478,Tamasha,MOVIE,"Ved and Tara meet accidentally meet in Corsica, France and decide to spend the next 7 days together with secretly revealing their true identity or without any promise to meet later, ever. Tara eventually falls in love with Ved and goes to find Ved after 4 years, and helps him to find his true story where he belongs.",2015,PG,139,tt3148502,7.4,26790.0
1472,ts55966,LEGO Friends: The Power of Friendship,SHOW,"Five best friends face adventures side by side in their hometown. Zany antics, love and missteps are better with friends.",2016,TV-Y,23,tt6464612,6.5,49.0
1473,tm240895,Strange Weather,MOVIE,"Years after her son's suicide, a woman longs to confront both the past and a friend of his who took his business idea.",2016,R,95,tt5205210,6.0,1499.0
1476,ts86831,The Good Cop,SHOW,"Danny Confino is a full-time cop, during one of the police's worst times. A period in which its image is at a low ebb, they are ousted every week, harassed by commanders twice a week, budgets are cut and complaints against police are piled up in DIP offices. He returns to his parents' home in order to live there temporarily, but the temporary becomes permanent and Danny finds that life at home is superior to any crime scene.",2015,TV-MA,30,tt6070434,7.7,370.0
1479,tm233157,The Guardian Brothers,MOVIE,"There's a crisis in the Chinese Spirit World -- humans don't believe in gods anymore! A Door God, facing unemployment, ventures into the human world to prove his worth, leading to unexpected encounters and transformations for humans and spirits alike.",2016,PG,103,tt4788934,5.4,2100.0
1481,ts53065,One More Time,SHOW,This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.,2016,TV-14,31,tt6212990,6.9,564.0
1482,ts54010,My Runway,SHOW,An egotistic top male model and a pretty model wannabe are forced to live each other's lives until they figure out a way to undo their body switch.,2016,TV-14,25,tt6968336,6.3,261.0
1485,ts38772,Dear My Friends,SHOW,Life is ever-delightful â€” and ever-challenging â€” for a group of friends in their twilight years as they rediscover themselves through love and family.,2016,TV-MA,70,tt5689030,8.199999999999998,355.0
1486,ts83224,Toon,SHOW,"Reclusive, socially awkward jingle composer Toon must navigate the nightmarish world of show biz after a viral video skyrockets him to fame.",2016,TV-MA,27,tt5698140,7.6,890.0
1488,tm240162,Udta Punjab,MOVIE,"The insurgence of substance abuse among the young in the Indian state of Punjab through the stories of a rock star, a migrant laborer, a doctor and a policeman.",2016,R,148,tt4434004,7.8,29819.0
1489,ts57705,The Paper,SHOW,The last independent newsroom in the country is taken over by a construction magnate for the reasons that have nothing to do with love or respect for journalism.,2016,TV-MA,48,tt0341957,7.4,64.0
1490,tm242646,Toro,MOVIE,"Toro (Spanish for ""Bull"") is a young con man and the right hand of Romano, a powerful mob boss in Torremolinos, MÃ¡laga (Andalusia, south to Spain). After Toro decides to leave Romano to get a life free of crime, his last sting fails, resulting one of his brothers dead and he sent to jail. Five years later, Romano realizes that LÃ³pez, Toro's older brother, is robbing him money from his tourism business and he orders to kidnap Diana, LÃ³pez's little daughter, until this one get back the money. Without options, LÃ³pez visits Toro, now a touristic driver with the third grade prison close to get the parole, who only wants to be free to marry his girlfriend Estrella. When Toro accepts to help LÃ³pez and both meet Romano looking for a solution, Toro ends attacking Romano's men and fleeing with Diana, trying to escape from Romano's revenge. But Romano starts a ruthless searching for they three, meanwhile Toro counts the hours to back the prison according to the third grade...",2016,R,105,tt4213806,5.9,3209.0
1491,tm225675,Jeff Dunham: Unhinged in Hollywood,MOVIE,Previously unseen stand-up comedy by Jeff Dunham. Sketches include popular characters. Brad Paisley performs too! Special appearances by comic Chris Parnell and former UFC champion Chuck Liddell.,2015,PG,60,tt5038776,6.7,713.0
1493,tm197503,Hunterrr,MOVIE,"An ordinary bachelor pursues girls like a hunter, but not with the intention of settling down in life.",2015,R,141,tt4333674,7.0,6199.0
1494,ts74929,H20: Mermaid Adventures,SHOW,"The lives of teenagers Emma, Cleo and Rikki are forever changed when a magical, forbidden island gives them the power to turn into mermaids.",2015,TV-Y,24,tt4610750,5.7,182.0
1496,tm225693,Keith Richards: Under the Influence,MOVIE,"A portrait of Keith Richards that takes us on a journey to discover the genesis of his sound as a songwriter, guitarist and performer.",2015,PG,82,tt4900018,7.1,3357.0
1498,ts43258,Stories by Rabindranath Tagore,SHOW,"The characters of Tagoreâ€™s stories spring into life through the cinematic imagination of acclaimed filmmaker, Anurag Basu in â€˜Stories By Rabindranath Tagoreâ€™. â€˜Stories By Rabindranath Tagoreâ€™ shares with us the intricately etched characters created by the master himself and brought onto the small screen by the visionary director of â€˜Barfiâ€™ and â€˜Life in a Metro.â€™",2015,TV-PG,43,tt4853764,8.8,1295.0
1499,ts55365,The Haunted House,SHOW,"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries.",2016,TV-PG,25,tt9518312,8.4,71.0
1500,ts42011,Cheer Squad,SHOW,"The Great White Sharks are a sisterhood, there for each other through first loves, new jobs, bad breakups, and everything in between. But they are also elite athletes, idolized by thousands and members of the best all-star cheerleading team in the world. Cheer Squad follows the two-time World Cheerleading Champions on the long road to defending their title as they try to balance life off the mat with the all-consuming battle to stay on top.",2016,TV-PG,42,tt5993744,7.2,166.0
1502,tm421855,4K Fireplace,MOVIE,"Enjoy this crackling fireplace during a holiday party or a cozy night in. Shot in stunning 4K Ultra HD, this music-free fireplace video flickers, crackles and adds warmth to any room. Loop video playback for continuous enjoyment.",2015,G,181,tt5275236,7.7,48.0
1504,ts55223,72 Dangerous Places to Live,SHOW,"Get up close and personal with avalanches, fiery volcanoes and other natural cataclysms, and learn why some choose to live in their destructive paths.",2016,TV-PG,49,tt5674272,6.2,344.0
1506,tm227029,Smoke & Mirrors,MOVIE,"A tale of cheats and impostors, taking its inspiration from true facts and from one of the most intriguing characters of recent decades: the spy Francisco Paesa.",2016,R,123,tt1713440,6.9,7900.0
1507,ts41899,Nightmare Teacher,SHOW,"A homeroom teacher of Yosan Private High School has an accident, and thus a substitute comes to fill in. Han Bong-Gu  is a mysterious man, and after strange occurrences the class president Ye-Rim tries to get to the bottom of this mystery.",2016,TV-MA,16,tt6209442,7.1,423.0
1508,ts82327,Ð¢Ñ€Ð¸ ÐºÐ¾Ñ‚Ð°,SHOW,"Candy and her big brothers Cookie and Pudding are cute kittens who live with their parents, they play and have adventures learning to share and do chores as they go.",2015,TV-Y,5,tt7038964,6.8,95.0
1511,ts35505,Old Money,SHOW,"A family, blessed with richness and power, is desperately seeking for a liver for their father, who wants to hand down his wealth to the one who gets the organ.",2015,TV-MA,47,tt3701442,7.3,493.0
1515,ts56221,Rainbow Ruby,SHOW,"Rainbow Ruby is the story of a spunky, resourceful little girl who magically transports to Rainbow Village, a whimsical land inhabited by her toys, and transforms into different jobs to help save the day! This CGI-animated preschool series takes the childhood fantasy of dolls come to life, and mixes in an aspirational heroine who proves that you can be anything you want to be!",2016,TV-Y,11,tt5828144,6.5,77.0
1518,tm232832,The Lion Woman,MOVIE,"Eva Arctander is born with hypertrichosis, meaning that she is covered from head to toe with fine blonde hair. Her father is so ashamed of her that he hides her away from the world in their apartment. However, Evaâ€™s nanny fights for her right to be treated like everyone else.",2016,PG-13,126,tt4677578,6.6,1408.0
1520,tm243931,The Beginning of Life,MOVIE,"One of the greatest neuroscience breakthroughs is having discovered that babies are far more than a genetic load. The development of all human beings lies on the combination of genetics, the quality of the relationships and the environment they are set on.  The Beginning of Life invites everyone to reflect: are we taking good care of this unique moment, which defines both the present and future of humankind?",2016,G,98,tt5140248,7.6,934.0
1521,tm233843,Pyaar Ka Punchnama 2,MOVIE,"After falling in love, three roommates experience changes in their lives.",2015,PG-13,159,tt4430136,7.3,14968.0
1522,ts43341,Atelier,SHOW,"A young ""fabric geek"" lands a job at an upscale Japanese lingerie company â€” and quickly discovers she'll need help to survive.",2015,TV-14,69,tt2303188,6.3,7.0
1523,ts82582,The Truth Seekers,SHOW,"A veteran cop forms an agency dedicated to solving cold cases, including those related to the team members' own painful and mysterious pasts.",2016,TV-MA,44,tt7131694,7.1,16.0
1526,ts38769,Chelsea,SHOW,"It's not her first talk show, but it is a first of its kind. Ideas, people and places that fascinate her, all in her unique style.",2016,TV-MA,57,tt5672036,6.1,2051.0
1527,ts42155,Home: Adventures with Tip & Oh,SHOW,"Picking up where the 2015 film left off, this coming-of-age buddy comedy follows fearless Tip and overenthusiastic Oh, as they navigate the crazily combined human and alien culture they live in, finding adventure everywhere they go.",2016,TV-Y7,21,tt5759196,5.9,603.0
1529,ts52981,White Rabbit Project,SHOW,"Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more.",2016,TV-PG,48,tt6048644,6.9,1665.0
1530,ts87465,Witch Hunt: A Century of Murder,SHOW,"Four hundred years ago, hundreds of innocent people were killed as an obsession to stamp out Satanism swept the British Isles. Dr Suzannah Lipscomb investigates the events of this dark period in our history.",2015,TV-14,46,tt6474054,7.2,319.0
1531,ts52825,The Princess Weiyoung,SHOW,A princess descended from a ruined noble family disguises herself as the woman who saved her life and embarks on a mission to avenge her loved ones.,2016,TV-14,45,tt6353308,7.9,767.0
1532,ts107658,Mind Game,SHOW,"With the help of a cop, a psychiatrist and a woman who can foretell the future, a brilliant paralegal works to solve an array of perplexing mysteries.",2015,TV-14,44,tt8879588,7.5,12.0
1533,ts42260,Chelsea Does,SHOW,"Comedienne and writer Chelsea Handler discusses the topics of marriage, racism, Silicon Valley, and drugs. Filmed in four parts.",2016,TV-MA,60,tt5275894,7.3,2471.0
1534,ts43119,Real Rob,SHOW,Centers around comedian Rob Schneider's real life while living in Hollywood.,2015,TV-14,31,tt3741346,6.4,2801.0
1536,tm221883,Gridlocked,MOVIE,Former SWAT leader David Hendrix and hard-partying movie star Brody Walker must cut their ride-along short when a police training facility is attacked by a team of mercenaries.,2016,R,114,tt2724532,5.8,4570.0
1538,ts127430,StoryBots Super Songs,SHOW,"Based on the award-winning educational apps, ""StoryBots Super Songs"" centers on the StoryBots, the curious little creatures who live in the world beneath our screens and help answer humans' biggest questions.",2016,TV-Y,21,tt6163070,8.8,167.0
1539,tm376111,Chocolate City: Vegas Strip,MOVIE,"The Chocolate City dancers come together to save their club from foreclosure. They decide to enter a national stripper competition, traveling all the way to Las Vegas to try their luck.",2016,PG-13,89,tt5485482,3.7,297.0
1548,tm228839,Ali Baba and the 7 Dwarfs,MOVIE,"Ali Senay and Ilber, the two partners of Senay CÃ¼ccaciye, sell garden dwarfs. When their company starts to dwindle, they decide to participate in a gardening fair in Sofia with the plan to meet new people from the sector in an attempt to drum up new business. Things don't go as planned as they find themselves crossing paths with the wrong people hell bent on causing world chaos.",2015,PG-13,114,tt6450052,5.8,19834.0
1550,tm219817,Talvar,MOVIE,A hardened cop deals with three conflicting perspectives involving a brutal double murder. The case is complicated as the prime suspects are the parents who supposedly killed their teenage daughter.,2015,PG,132,tt4934950,8.1,34659.0
1551,tm230426,"Liar, Liar, Vampire",MOVIE,"When ordinary boy Davis suddenly becomes famous at school as people start to believe he's actually a vampire, vampire expert Cameron helps him act like a real vampire.",2015,G,66,tt4448304,5.8,940.0
1553,tm208628,Dil Dhadakne Do,MOVIE,"On a cruise to celebrate their parents' 30th wedding anniversary, a brother and sister deal with the impact of family considerations on their romantic lives.",2015,PG-13,170,tt4110568,7.0,17149.0
1554,tm66466,Wazir,MOVIE,"'Wazir' is a tale of two unlikely friends, a wheelchair-bound chess grandmaster and a brave ATS officer. Brought together by grief and a strange twist of fate, the two men decide to help each other win the biggest games of their lives. But there's a mysterious, dangerous opponent lurking in the shadows, who is all set to checkmate them.",2016,PG-13,103,tt0315642,7.2,18681.0
1558,tm245911,1898: Our Last Men in the Philippines,MOVIE,"The Philippines, 1898. Fifty Spanish soldiers arrive in the small village of Baler to rebuild an outpost. Although the war against the Filipinos and their American allies is almost lost, as is the Spanish Empire, the garrison will endure a cruel siege for eleven months. They will be the last to surrender.",2016,PG-13,130,tt5698568,6.5,3281.0
1561,ts52950,Miss in Kiss,SHOW,"After an earthquake destroyed Xiang Qin's house, she and her father moved in with the family of her father's college buddy, Uncle Ah Li. To her surprise, the kind and amicable aunt and uncle are the parents of her cold and distant schoolmate Jiang Zhi Shu, a genius with an IQ of 200 whom not too long ago rejected her endless crush on him. Will the close proximity give her a second chance to win Zhi Shu's heart? Or, will her love for him end under his cold words? What happens when there is competition for his heart?",2016,TV-14,36,tt6954524,7.7,98.0
1566,tm208713,Gabbar Is Back,MOVIE,A vigilante network taking out corrupt officials draws the notice of the authorities.,2015,PG-13,130,tt2424988,7.2,24676.0
1568,tm234466,Jonah,MOVIE,"During Carnival in SÃ£o Paulo, a young man and young woman who knew each other as children meet again after many years and the social barriers that have kept them apart. Bad decisions lead the boy to hide with the girl inside a whale float.",2016,PG,97,tt4789272,5.4,230.0
1569,ts78442,Coach Snoop,SHOW,"See a different side of Snoop Dogg in this unique documentary, which details the famous rapper's efforts to mentor young athletes and create opportunities for them to compete at the highest level of youth football. We'll meet the kids and coaches that form Snoop's squad -- and witness the important life lessons they learn with every game.",2016,TV-MA,29,tt5697642,6.8,583.0
1570,tm340927,Motu Patlu: King Of Kings,MOVIE,"Motu and Patlu are your home-grown Laurel and Hardy in an animation avatar. They befriend a circus lion, Guddu and attempt to save the jungle from a greedy poacher.",2016,G,109,tt6278732,6.8,157.0
1573,ts42347,Word Party,SHOW,"Meet Bailey, Franny, Kip and Lulu. They're adorable baby animals, and they want you to join the party and help them learn!",2016,TV-Y,20,tt5235950,5.7,349.0
1576,tm230927,Puerto Ricans in Paris,MOVIE,"NYPD detectives Luis and Eddie visit Paris to help gorgeous French designer Colette catch the black market thief who's ripped off her new handbag design. While Luis' girlfriend Vanessa and Eddie's wife Gloria remain in New York, the hopelessly unhip odd couple stumble through a glamorous high-fashion world brimming with charming cafes, wild nightclubs and corporate treachery.",2015,R,82,tt3730510,5.3,1824.0
1580,ts51367,Trailer Park Boys: Out of the Park: Europe,SHOW,"A lot of liquor an whores, mustard and bologna, maybe some cigarettes and dope, but mostly just liquor and whores, cigarettes and balogna, as well as mustard and dope.",2016,TV-MA,30,tt5937754,7.0,2285.0
1584,tm207668,ABCD 2,MOVIE,"Childhood friends Suresh and Vinnie want to become successful dancers. To fulfill their dreams, they form a dance group with their friends and compete in a hip-hop contest in Las Vegas.",2015,PG,154,tt3679000,5.4,6258.0
1586,ts21876,My Sunshine,SHOW,"While studying at university, Zhao Mosheng fell in love at first sight with law student He Yichen. Through various incidents where Mosheng ""stalked"" Yichen on campus, Mosheng's cheerful personality charmed Yichen, and they gradually became college sweethearts. When Yichen's foster sister Yimei challenged Mosheng for Yichen's attention, Mosheng turned directly to Yichen for clarification, but did not expect to receive a cold response from him. Mistaking that Yichen and Yimei are a couple, Mosheng followed her father's arrangements and moved to the United States to continue her studies. Seven years later, Mosheng - who is now a professional photographer - returns to China, and coincidentally bumps into the unforgettable Yichen.",2015,TV-PG,45,tt6131630,6.6,185.0
1589,ts55556,A Touch of Green,SHOW,"The drama tells the story of air force pilots and their families from 1945 to 1971. As the husbands embarked on patriotic missions to fight against the enemies, their families must content with horror of wars, mass emigration to distant land, and death of love ones. Their shared experience brought the military families together to support one another.",2015,TV-MA,46,tt5231950,8.4,314.0
1593,tm233366,Te3n,MOVIE,"A grandfather, police officer and a priest join hands to investigate and find a missing child.",2016,PG-13,136,tt4814290,7.3,12816.0
1598,tm246485,U Turn,MOVIE,A journalist who intents to write an article on traffic rule breakers gets dragged into a whirlpool of murder cases and deception.,2016,R,120,tt6684398,7.5,3310.0
1599,ts42432,28 Faces of the Moon,SHOW,The drama tells the story of a man whose life takes a downward spiral after his fiance dies just days before their upcoming marriage.,2016,TV-14,18,tt10145322,6.4,25.0
1602,tm247444,Poshter Girl,MOVIE,"Poshter Girl takes you on a mad roller coaster ride of a quaint, little village in Maharashtra - Tekawde, which is ill-famous for female infanticide and as a result there are no girls left within the village. When the question of boys' marriage is on heat, a beautiful and Intelligent girl enters the scenario and changes everything. This is the story of the girl Rupali and her chosen 5 candidates who would do anything to win her heart.",2016,PG-13,140,tt5323386,6.6,328.0
1603,ts91990,The Creative Indians,SHOW,"The Creative Indians is a docu-series showcasing, de-mystifying and de-constructing the lives, journeys and processes of the most impactful creative professionals and projects of India across industries like Cinema, Art, Design, Music, Fashion, Dance, Photography, Advertising and more.",2016,TV-MA,28,tt9583184,8.3,45.0
1604,tm227044,Shaandaar,MOVIE,"Jagjinder Joginder, a wedding planner, brings together the dysfunctional family of businessman Bipin Arora while making arrangements for Bipin's daughter's destination wedding in London.",2015,PG-13,144,tt4007558,3.6,5612.0
1606,ts38813,Bottersnikes & Gumbles,SHOW,"In a far away forgotten valley heaped with long-abandoned junk, a timeless battle rages between good and evilâ€¦ and also between squishy and scaly, happy and grumpy, clever and wilyâ€¦ handsome and plain old ugly. This is the land of Bottersnikes and Gumbles.",2016,TV-Y7,13,tt6015820,5.1,47.0
1607,tm138584,Hawaizaada,MOVIE,"In 1895, Shivkar Bapuji Talpade constructs and flies India's first unmanned plane, despite having the odds stacked against him.",2015,PG,157,tt4338154,5.6,1910.0
1608,ts42371,Fangbone!,SHOW,"A 9-year-old barbarian warrior from another world enters third grade and learns about the modern world, while trying to save his native land from a vile villain.",2016,TV-PG,22,tt4358188,6.2,312.0
1609,tm224255,Very Big Shot,MOVIE,A dark comedy about brothers running a drug-dealing business out of their takeout pizzeria.,2015,R,107,tt4971824,7.1,1395.0
1611,tm155382,X: Past Is Present,MOVIE,"When a middle-aged filmmaker meets an alluring stranger at a party, he's haunted by troubling memories of his past relationships.",2015,PG-13,105,tt5207116,5.1,699.0
1616,tm232931,Hannibal Buress: Comedy Camisado,MOVIE,"He's a kamikaze gambler. A one-arm cuddler. And if his fly is down, so be it. A night of sly riffs and slow burns.",2016,R,67,tt5352432,6.6,1517.0
1617,tm217986,Bangistan,MOVIE,"Two blundering terrorists with lofty ideologies, but ordinary talent, on a mission to change the world.",2015,PG-13,135,tt3422462,4.5,1273.0
1620,tm247767,Kiss of Life,MOVIE,"Everything he's terrified of, she loves. Could this be love?",2015,G,102,tt5348954,5.9,1248.0
1621,ts53346,Chasing Cameron,SHOW,"The series stars Dallas and his famous friends embarking on a new tour of Magcon around Europe. Aaron Carpenter, Taylor Caniff, Blake Gray, Trey Schafer and Willie Jones are also starring in the series.",2016,TV-PG,28,tt6370626,3.8,501.0
1622,tm375681,S Storm,MOVIE,A suspect is killed while the ICAC team is investigating illegal soccer gambling in Hong Kong.,2016,PG-13,90,tt5998744,5.2,697.0
1625,tm203056,Husband Factor,MOVIE,A traditional Turkish woman tries to find love and is forced by her family members to get married.,2015,PG-13,108,tt4899096,6.2,5031.0
1627,ts81027,Spark,SHOW,"'Spark' is a mini music drama like a night concert in the summertime, centering on a man who leaks a great deal of electricity after a sudden accident and a woman he can't get away from no matter how hard he tries",2016,TV-14,13,tt6409112,7.0,57.0
1628,ts86089,Under the Black Moonlight,SHOW,"Kang Woo is a talented college student who is studying the fine arts. Strange things begin to happen when his girlfriend, Wol Ha, and a few friends come to visit him at his family's mountain cabin.",2016,TV-14,10,tt7162436,5.0,56.0
1633,tm233463,Husband Factor: Resurrection,MOVIE,A girl tries to manage the demands of her traditional family's wishes and her own as she embarks on a journey to marry the love of her life,2016,PG,108,tt5838944,5.4,297.0
1635,ts83450,Close Your Eyes Before It's Dark,SHOW,"While vacationing at a mountain cabin, a group of longtime friends uncovers an old scandal that could have deadly consequences.",2016,TV-14,84,tt6506806,7.0,218.0
1636,ts53017,Best Lover,SHOW,"Best Couple's background is set in modern day Korean entertainment industry. The story is about two top stars entering into a fake marriage with their own secret agendas, and through their efforts to defend their fake marriage in public, they learn about about each other's pains and weaknesses and eventually end up together. The male lead comes from a poor background and through hard work becomes a top star. He finds himself emotionally involved with his first love, fake wife and admirer. The female lead comes from a chaebol family and is an arrogant top star. She is neglected by her parents and due to a family feud/conspiracy, she must act strong in order to survive even though she is weak at times. Through a fake marriage, these two people find true love and their true selves.",2016,TV-14,45,tt9874364,6.8,74.0
1637,ts54117,Luna Petunia,SHOW,Luna Petunia follows the adventures of a girl who lives in our world and plays in a dreamland where she learns how to make the impossible possible.,2016,TV-Y,24,tt4588068,6.2,58.0
1642,tm234069,Wedding Association 2: Circumcision,MOVIE,Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event.,2015,PG-13,107,tt5114588,6.4,10261.0
1643,ts53543,The Miracle,SHOW,"How could twin sisters be such polar opposites? Kwon Shi Ah is the beautiful sister, gorgeous in every way and a member of the popular girl group known as Miracle Girls. Since she was in preschool, Shia has worked as a model and then a teen actress before becoming an idol. Her fraternal twin sister, Shi Yeon, is almost double the body size of Shi Ah and has always been ridiculed and bullied in school for her large frame. Because of this, Shi Yeon has become a recluse, who prefers staying home and producing an Internet broadcast within the safety of her room. The only time Shi Yeon ventures out is to visit a mysterious tarot card reader who gives Shi Yeon a magical tarot card every day. But the twin sistersâ€™ lives are turned upside down when they wake up one day and realize that their souls have switched bodies! What will an idol musician and Shi Yeonâ€™s high school crush think of the women they thought they knew?",2016,TV-14,18,tt6703344,6.3,210.0
1644,ts82475,The Dream Job,SHOW,"Many people harbour the hope of a 'dream job', one that pays well, offer great benefits, and with a boss who treats them like his own.",2016,TV-14,44,tt7131688,6.1,14.0
1647,ts41485,Vanished 46,SHOW,"A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.",2016,TV-MA,61,tt5606154,8.4,4269.0
1648,tm211571,Niyazi GÃ¼l DÃ¶rtnala,MOVIE,"Niyazi, a veterinarian, is on the lookout for a special elixir for animals. What he doesn't yet know is a mobster and his estranged love is also on the lookout for that elixir.",2015,PG,106,tt4505260,4.5,3170.0
1650,tm244923,My Mother's Wound,MOVIE,"Upon turning eight-teen, Salih leaves the orphanage to find his lost family and begins working in a Serbian farm. Suddenly, at the most unexpected moment he has found a home. Will he ever be able to let go of the ghosts of his past and be happy in this new life? As tension escalates disquieting secrets surface. A gripping tale of family, love and identity, My Mother's Wound follows Salih as he searches for a trail of hope amongst war-torn lives.",2016,PG-13,120,tt5684860,7.3,3620.0
1653,tm554110,The CEO,MOVIE,Five top level staff of a company are selected for a retreat where the new CEO of a global company will be chosen. What starts off as cordial soon goes sour as they attempt to outdo one another to be named The CEO.,2016,PG-13,105,tt5036924,5.7,121.0
1655,ts84542,Magic Cellphone,SHOW,The drama revolves around the romance between an ordinary guy and a girl group member.,2016,TV-PG,13,tt7162434,4.1,21.0
1657,ts36634,Diamond Lover,SHOW,"Xiao Liang is the CEO of the world's biggest Diamond company. He's reserved, strict and counts every penny while doing business. He also chooses to close himself off from people, insisting relationships are of no worth in his life. Everything turns upside down when he meets Mi Dou, a woman who changes his views in life and teaches him what it means to be alive and happy.",2015,TV-PG,45,tt6058496,6.4,138.0
1660,tm233121,Dedemin FiÅŸi,MOVIE,Estranged family members re-unite to determine whether to pull the family patriarch out of life support or not.,2016,PG,100,tt5191238,5.5,3524.0
1665,ts87884,Sons of the Caliphate,SHOW,"This is a drama series about the lives of three rich, entitled, passionate and ambitious young men: Kalifah, Nuhu and Diko. Elections are fast approaching and there's a tussle for the governorship seat of the Northern Caliphate State of Kowa. Soon personal conflicts intertwine between their families in a race to crown the next Governor.",2015,TV-14,39,tt10202268,7.4,32.0
1669,tm198842,Souk Bazaar,MOVIE,"Kahraman is a naive and right-minded guy. In a lovely Anatolian town, he earns a living as an attendant in a Turkish bath inherited from his great grandfathers. One day, a wealthy constructor named Tuncay wants to demolish the bath and the marketplace it is located in, and build a mall in their place. Barber Cemil, Kahraman's enemy, convinces the craftsmen in the marketplace and collaborates with Tuncay to start the demolishment immediately. Kahraman does not want the marketplace he was born into to be demolished and he does not believe in the empty promises of Tuncay.",2015,PG,97,tt4324242,5.2,1891.0
1670,tm211424,Dharam Sankat Mein,MOVIE,The film revolves around a Hindu man (Paresh Rawal) who goes through an identity crisis when he discovers he was adopted as a son in a Hindu family but was born in a Muslim family. The journey starts with finding his real father.,2015,PG-13,129,tt4354740,6.3,2237.0
